sym_id,symptom,disease,diagnosis,treatment
336,"A lump on the face, neck, or mouth that is usually painless",Salivary Gland Cancer,"Ultrasound,Biopsy,Ultrasound-guided needle biopsy,Endoscopy,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan,Panoramic radiograph","Medical oncologist,Radiation oncologist,Surgical oncologist,Maxillofacial prosthodontist,Otolaryngologist,Oncologic dentist or oral oncologist,Physical therapist,Parotidectomy,Endoscopic surgery,Neck dissection,Reconstructive surgery,Radiation therapy,Internal radiation therapy"
337,Numbness in the face,Salivary Gland Cancer,"Ultrasound,Biopsy,Ultrasound-guided needle biopsy,Endoscopy,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan,Panoramic radiograph","Medical oncologist,Radiation oncologist,Surgical oncologist,Maxillofacial prosthodontist,Otolaryngologist,Oncologic dentist or oral oncologist,Physical therapist,Parotidectomy,Endoscopic surgery,Neck dissection,Reconstructive surgery,Radiation therapy,Internal radiation therapy"
338,"Inability to move some facial muscles, especially if the muscle on 1 side of the face stops moving and the affected area slowly expands. This is known as progressive facial muscle paralysis.",Salivary Gland Cancer,"Ultrasound,Biopsy,Ultrasound-guided needle biopsy,Endoscopy,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan,Panoramic radiograph","Medical oncologist,Radiation oncologist,Surgical oncologist,Maxillofacial prosthodontist,Otolaryngologist,Oncologic dentist or oral oncologist,Physical therapist,Parotidectomy,Endoscopic surgery,Neck dissection,Reconstructive surgery,Radiation therapy,Internal radiation therapy"
339,"Pain or swelling in the face, chin, jawbone area, or neck",Salivary Gland Cancer,"Ultrasound,Biopsy,Ultrasound-guided needle biopsy,Endoscopy,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan,Panoramic radiograph","Medical oncologist,Radiation oncologist,Surgical oncologist,Maxillofacial prosthodontist,Otolaryngologist,Oncologic dentist or oral oncologist,Physical therapist,Parotidectomy,Endoscopic surgery,Neck dissection,Reconstructive surgery,Radiation therapy,Internal radiation therapy"
340,A difference between the size and/or shape of the left and right sides of the face or neck,Salivary Gland Cancer,"Ultrasound,Biopsy,Ultrasound-guided needle biopsy,Endoscopy,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan,Panoramic radiograph","Medical oncologist,Radiation oncologist,Surgical oncologist,Maxillofacial prosthodontist,Otolaryngologist,Oncologic dentist or oral oncologist,Physical therapist,Parotidectomy,Endoscopic surgery,Neck dissection,Reconstructive surgery,Radiation therapy,Internal radiation therapy"
341,Blood in the stool (feces),Small Bowel Cancer,"Blood tests,X-ray,Biopsy,Endoscopy,Colonoscopy,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan,Laparotomy,Biomarker testing of the tumor.","Surgery,Chemotherapy,Immunotherapy,Targeted therapy,Radiation therapy"
342,Dark/black stools,Small Bowel Cancer,"Blood tests,X-ray,Biopsy,Endoscopy,Colonoscopy,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan,Laparotomy,Biomarker testing of the tumor.","Surgery,Chemotherapy,Immunotherapy,Targeted therapy,Radiation therapy"
343,Diarrhea,Small Bowel Cancer,"Blood tests,X-ray,Biopsy,Endoscopy,Colonoscopy,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan,Laparotomy,Biomarker testing of the tumor.","Surgery,Chemotherapy,Immunotherapy,Targeted therapy,Radiation therapy"
344,A lump in the abdomen,Small Bowel Cancer,"Blood tests,X-ray,Biopsy,Endoscopy,Colonoscopy,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan,Laparotomy,Biomarker testing of the tumor.","Surgery,Chemotherapy,Immunotherapy,Targeted therapy,Radiation therapy"
345,Pain or cramps in the abdomen,Small Bowel Cancer,"Blood tests,X-ray,Biopsy,Endoscopy,Colonoscopy,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan,Laparotomy,Biomarker testing of the tumor.","Surgery,Chemotherapy,Immunotherapy,Targeted therapy,Radiation therapy"
346,Unexplained weight loss,Small Bowel Cancer,"Blood tests,X-ray,Biopsy,Endoscopy,Colonoscopy,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan,Laparotomy,Biomarker testing of the tumor.","Surgery,Chemotherapy,Immunotherapy,Targeted therapy,Radiation therapy"
347,Episodes of abdominal pain that may be accompanied by severe nausea or vomiting,Small Bowel Cancer,"Blood tests,X-ray,Biopsy,Endoscopy,Colonoscopy,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan,Laparotomy,Biomarker testing of the tumor.","Surgery,Chemotherapy,Immunotherapy,Targeted therapy,Radiation therapy"
348,Indigestion or heartburn,Stomach Cancer,"Biopsy,Biomarker testing of the tumor,Endoscopy,Endoscopic ultrasound,X-ray,Barium swallow,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan,Laparoscopy","Gastroenterologist,Surgeon or surgical oncologist,Medical oncologist,Radiation oncologist,Pathologist,Radiologist,Surgery,Chemotherapy,Immunotherapy,Anti-angiogenesis therapy."
349,Pain or discomfort in the abdomen,Stomach Cancer,"Biopsy,Biomarker testing of the tumor,Endoscopy,Endoscopic ultrasound,X-ray,Barium swallow,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan,Laparoscopy","Gastroenterologist,Surgeon or surgical oncologist,Medical oncologist,Radiation oncologist,Pathologist,Radiologist,Surgery,Chemotherapy,Immunotherapy,Anti-angiogenesis therapy."
350,"Nausea and vomiting, particularly vomiting up solid food shortly after eating",Stomach Cancer,"Biopsy,Biomarker testing of the tumor,Endoscopy,Endoscopic ultrasound,X-ray,Barium swallow,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan,Laparoscopy","Gastroenterologist,Surgeon or surgical oncologist,Medical oncologist,Radiation oncologist,Pathologist,Radiologist,Surgery,Chemotherapy,Immunotherapy,Anti-angiogenesis therapy."
351,Diarrhea or constipation,Stomach Cancer,"Biopsy,Biomarker testing of the tumor,Endoscopy,Endoscopic ultrasound,X-ray,Barium swallow,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan,Laparoscopy","Gastroenterologist,Surgeon or surgical oncologist,Medical oncologist,Radiation oncologist,Pathologist,Radiologist,Surgery,Chemotherapy,Immunotherapy,Anti-angiogenesis therapy."
352,Bloating of the stomach after meals,Stomach Cancer,"Biopsy,Biomarker testing of the tumor,Endoscopy,Endoscopic ultrasound,X-ray,Barium swallow,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan,Laparoscopy","Gastroenterologist,Surgeon or surgical oncologist,Medical oncologist,Radiation oncologist,Pathologist,Radiologist,Surgery,Chemotherapy,Immunotherapy,Anti-angiogenesis therapy."
353,Loss of appetite,Stomach Cancer,"Biopsy,Biomarker testing of the tumor,Endoscopy,Endoscopic ultrasound,X-ray,Barium swallow,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan,Laparoscopy","Gastroenterologist,Surgeon or surgical oncologist,Medical oncologist,Radiation oncologist,Pathologist,Radiologist,Surgery,Chemotherapy,Immunotherapy,Anti-angiogenesis therapy."
354,Sensation of food getting stuck in the throat while eating,Stomach Cancer,"Biopsy,Biomarker testing of the tumor,Endoscopy,Endoscopic ultrasound,X-ray,Barium swallow,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan,Laparoscopy","Gastroenterologist,Surgeon or surgical oncologist,Medical oncologist,Radiation oncologist,Pathologist,Radiologist,Surgery,Chemotherapy,Immunotherapy,Anti-angiogenesis therapy."
355,Weakness and fatigue,Stomach Cancer,"Biopsy,Biomarker testing of the tumor,Endoscopy,Endoscopic ultrasound,X-ray,Barium swallow,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan,Laparoscopy","Gastroenterologist,Surgeon or surgical oncologist,Medical oncologist,Radiation oncologist,Pathologist,Radiologist,Surgery,Chemotherapy,Immunotherapy,Anti-angiogenesis therapy."
356,Vomiting blood or having blood in the stool,Stomach Cancer,"Biopsy,Biomarker testing of the tumor,Endoscopy,Endoscopic ultrasound,X-ray,Barium swallow,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan,Laparoscopy","Gastroenterologist,Surgeon or surgical oncologist,Medical oncologist,Radiation oncologist,Pathologist,Radiologist,Surgery,Chemotherapy,Immunotherapy,Anti-angiogenesis therapy."
357,Unexplained weight loss,Stomach Cancer,"Biopsy,Biomarker testing of the tumor,Endoscopy,Endoscopic ultrasound,X-ray,Barium swallow,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan,Laparoscopy","Gastroenterologist,Surgeon or surgical oncologist,Medical oncologist,Radiation oncologist,Pathologist,Radiologist,Surgery,Chemotherapy,Immunotherapy,Anti-angiogenesis therapy."
358,"A lump in the front of the neck, near the Adam's apple",Thyroid Cancer,"Physical examination,Blood tests,Thyroid hormone levels,Thyroid-stimulating hormone (TSH),Medullary type-specific tests,Ultrasound,Biopsy,Radionuclide scanning,X-ray,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan","Surgery,Chemotherapy,Immunotherapy,Targeted therapy,Radiation therapy,Hormone treatment,Radioactive iodine (radioiodine) therapy,External-beam radiation therapy,Lobectomy,Near-total thyroidectomy,Total thyroidectomy,Endoscopic thyroidectomy,Endoscopic thyroidectomy"
359,Hoarseness,Thyroid Cancer,"Physical examination,Blood tests,Thyroid hormone levels,Thyroid-stimulating hormone (TSH),Medullary type-specific tests,Ultrasound,Biopsy,Radionuclide scanning,X-ray,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan","Surgery,Chemotherapy,Immunotherapy,Targeted therapy,Radiation therapy,Hormone treatment,Radioactive iodine (radioiodine) therapy,External-beam radiation therapy,Lobectomy,Near-total thyroidectomy,Total thyroidectomy,Endoscopic thyroidectomy,Endoscopic thyroidectomy"
360,Swollen glands in the neck,Thyroid Cancer,"Physical examination,Blood tests,Thyroid hormone levels,Thyroid-stimulating hormone (TSH),Medullary type-specific tests,Ultrasound,Biopsy,Radionuclide scanning,X-ray,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan","Surgery,Chemotherapy,Immunotherapy,Targeted therapy,Radiation therapy,Hormone treatment,Radioactive iodine (radioiodine) therapy,External-beam radiation therapy,Lobectomy,Near-total thyroidectomy,Total thyroidectomy,Endoscopic thyroidectomy,Endoscopic thyroidectomy"
361,Difficulty swallowing,Thyroid Cancer,"Physical examination,Blood tests,Thyroid hormone levels,Thyroid-stimulating hormone (TSH),Medullary type-specific tests,Ultrasound,Biopsy,Radionuclide scanning,X-ray,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan","Surgery,Chemotherapy,Immunotherapy,Targeted therapy,Radiation therapy,Hormone treatment,Radioactive iodine (radioiodine) therapy,External-beam radiation therapy,Lobectomy,Near-total thyroidectomy,Total thyroidectomy,Endoscopic thyroidectomy,Endoscopic thyroidectomy"
362,Difficulty breathing,Thyroid Cancer,"Physical examination,Blood tests,Thyroid hormone levels,Thyroid-stimulating hormone (TSH),Medullary type-specific tests,Ultrasound,Biopsy,Radionuclide scanning,X-ray,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan","Surgery,Chemotherapy,Immunotherapy,Targeted therapy,Radiation therapy,Hormone treatment,Radioactive iodine (radioiodine) therapy,External-beam radiation therapy,Lobectomy,Near-total thyroidectomy,Total thyroidectomy,Endoscopic thyroidectomy,Endoscopic thyroidectomy"
363,Pain in the throat or neck,Thyroid Cancer,"Physical examination,Blood tests,Thyroid hormone levels,Thyroid-stimulating hormone (TSH),Medullary type-specific tests,Ultrasound,Biopsy,Radionuclide scanning,X-ray,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan","Surgery,Chemotherapy,Immunotherapy,Targeted therapy,Radiation therapy,Hormone treatment,Radioactive iodine (radioiodine) therapy,External-beam radiation therapy,Lobectomy,Near-total thyroidectomy,Total thyroidectomy,Endoscopic thyroidectomy,Endoscopic thyroidectomy"
364,A cough that persists and is not caused by a cold,Thyroid Cancer,"Physical examination,Blood tests,Thyroid hormone levels,Thyroid-stimulating hormone (TSH),Medullary type-specific tests,Ultrasound,Biopsy,Radionuclide scanning,X-ray,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan","Surgery,Chemotherapy,Immunotherapy,Targeted therapy,Radiation therapy,Hormone treatment,Radioactive iodine (radioiodine) therapy,External-beam radiation therapy,Lobectomy,Near-total thyroidectomy,Total thyroidectomy,Endoscopic thyroidectomy,Endoscopic thyroidectomy"
365,"Unusual vaginal bleeding, spotting, or discharge. For premenopausal people, this includes menorrhagia, which is an abnormally heavy or prolonged bleeding, and/or abnormal uterine bleeding",Uterine Cancer,"Pelvic examination,Endometrial biopsy,Dilation and curettage (D&C),Transvaginal ultrasound,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Biomarker testing of the tumor","Surgery,Chemotherapy,Immunotherapy,Targeted therapy,Radiation therapy,Hormone therapy,Hysterectomy,Anti-angiogenesis therapy."
366,Abnormal results from a Pap test,Uterine Cancer,"Pelvic examination,Endometrial biopsy,Dilation and curettage (D&C),Transvaginal ultrasound,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Biomarker testing of the tumor","Surgery,Chemotherapy,Immunotherapy,Targeted therapy,Radiation therapy,Hormone therapy,Hysterectomy,Anti-angiogenesis therapy."
367,Pain in the pelvic area,Uterine Cancer,"Pelvic examination,Endometrial biopsy,Dilation and curettage (D&C),Transvaginal ultrasound,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Biomarker testing of the tumor","Surgery,Chemotherapy,Immunotherapy,Targeted therapy,Radiation therapy,Hormone therapy,Hysterectomy,Anti-angiogenesis therapy."
368,Abnormal vaginal discharge,Vaginal Cancer,"Pelvic examination,Pap test,Colposcopy,Biopsy,Ultrasound,Endoscopy,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan","Surgery,Radiation therapy,Chemotherapy,Vaginectomy,Hysterectomy,Internal radiation therapy"
369,Difficulty or pain when urinating,Vaginal Cancer,"Pelvic examination,Pap test,Colposcopy,Biopsy,Ultrasound,Endoscopy,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan","Surgery,Radiation therapy,Chemotherapy,Vaginectomy,Hysterectomy,Internal radiation therapy"
370,Pain during sexual intercourse,Vaginal Cancer,"Pelvic examination,Pap test,Colposcopy,Biopsy,Ultrasound,Endoscopy,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan","Surgery,Radiation therapy,Chemotherapy,Vaginectomy,Hysterectomy,Internal radiation therapy"
371,Pain in the pelvic area (the lower part of the abdomen between the hip bones),Vaginal Cancer,"Pelvic examination,Pap test,Colposcopy,Biopsy,Ultrasound,Endoscopy,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan","Surgery,Radiation therapy,Chemotherapy,Vaginectomy,Hysterectomy,Internal radiation therapy"
372,Pain in the back or legs,Vaginal Cancer,"Pelvic examination,Pap test,Colposcopy,Biopsy,Ultrasound,Endoscopy,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan","Surgery,Radiation therapy,Chemotherapy,Vaginectomy,Hysterectomy,Internal radiation therapy"
373,Swelling in the legs,Vaginal Cancer,"Pelvic examination,Pap test,Colposcopy,Biopsy,Ultrasound,Endoscopy,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan","Surgery,Radiation therapy,Chemotherapy,Vaginectomy,Hysterectomy,Internal radiation therapy"
374,Abnormal bowel function,Vaginal Cancer,"Pelvic examination,Pap test,Colposcopy,Biopsy,Ultrasound,Endoscopy,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Positron emission tomography (PET) or PET-CT scan","Surgery,Radiation therapy,Chemotherapy,Vaginectomy,Hysterectomy,Internal radiation therapy"
375,A lump or growth in or on the vulvar area or groin (an enlarged lymph node),Vulvar Cancer,"Biopsy,Colposcopy,Chest x-ray,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan,Magnetic resonance imaging (MRI),Endoscopy.","Vulvectomy,Radical local excision of the vulva,Modified radical vulvectomy,Radical vulvectomy,Laser surgery,Lymphadenectomy,Chemotherapy,Radiation therapy"
376,A patch of skin that is differently textured or colored than the rest of the vulvar area,Vulvar Cancer,"Biopsy,Colposcopy,Chest x-ray,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan,Magnetic resonance imaging (MRI),Endoscopy.","Vulvectomy,Radical local excision of the vulva,Modified radical vulvectomy,Radical vulvectomy,Laser surgery,Lymphadenectomy,Chemotherapy,Radiation therapy"
377,"Persistent itching, pain, soreness, or burning in the vulvar area",Vulvar Cancer,"Biopsy,Colposcopy,Chest x-ray,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan,Magnetic resonance imaging (MRI),Endoscopy.","Vulvectomy,Radical local excision of the vulva,Modified radical vulvectomy,Radical vulvectomy,Laser surgery,Lymphadenectomy,Chemotherapy,Radiation therapy"
378,Painful urination,Vulvar Cancer,"Biopsy,Colposcopy,Chest x-ray,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan,Magnetic resonance imaging (MRI),Endoscopy.","Vulvectomy,Radical local excision of the vulva,Modified radical vulvectomy,Radical vulvectomy,Laser surgery,Lymphadenectomy,Chemotherapy,Radiation therapy"
379,Bleeding or discharge that is not menstrual blood,Vulvar Cancer,"Biopsy,Colposcopy,Chest x-ray,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan,Magnetic resonance imaging (MRI),Endoscopy.","Vulvectomy,Radical local excision of the vulva,Modified radical vulvectomy,Radical vulvectomy,Laser surgery,Lymphadenectomy,Chemotherapy,Radiation therapy"
380,"An ulcer, open wound, or cut that persists for more than 1 month",Vulvar Cancer,"Biopsy,Colposcopy,Chest x-ray,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan,Magnetic resonance imaging (MRI),Endoscopy.","Vulvectomy,Radical local excision of the vulva,Modified radical vulvectomy,Radical vulvectomy,Laser surgery,Lymphadenectomy,Chemotherapy,Radiation therapy"
381,Wart-like growths that are similar to genital warts,Vulvar Cancer,"Biopsy,Colposcopy,Chest x-ray,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan,Magnetic resonance imaging (MRI),Endoscopy.","Vulvectomy,Radical local excision of the vulva,Modified radical vulvectomy,Radical vulvectomy,Laser surgery,Lymphadenectomy,Chemotherapy,Radiation therapy"
